name	lsid	uses	sources	family	page
Epipremnum giganteum (Roxb.) Schott	87025-1	ME PO	[4, 7]		18
Epipremnum pinnatum (L.) Engl.	87046-1	AF EU HF MA ME	[1, 3, 4, 5, 7, 8]		18
Gonatopus boivinii (Decne.) Engl.	87071-1	EU ME	[4, 8, 10]		18
Gorgonidium vermicidum (Speg.) Bogner & Nicolson	277711-2	ME	[4]		18
Helicodiceros muscivorus (L.f.) Engl.	87091-1	EU	[3]		18
Heteropsis flexuosa (Kunth) G.S.Bunting	121108-2	MA ME	[1, 3, 4]		18
Heteropsis spruceana Schott	87130-1	MA	[3]		18
Holochlamys beccarii (Engl.) Engl.	87137-1	AF HF IF MA SU	[5]		18
Homalomena aromatica (Spreng.) Schott	87159-1	AF EU ME SU	[4, 5, 7]		18
Homalomena cordata Schott	87178-1	AF MA ME SU	[4, 5, 7]		18
Homalomena griffithii (Schott) Hook.f.	87203-1	HF ME	[4, 7]		18
Homalomena humilis (Jack) Hook.f.	87210-1	ME	[4, 7]		18
Homalomena insignis N.E.Br.	87213-1	ME	[4]		18
Homalomena lauterbachii Engl.	87226-1	ME SU	[4, 5]		18
Homalomena magna A.Hay	1007102-1	EU SU	[5]		18
Homalomena occulta (Lour.) Schott	87255-1	ME	[1, 3, 4]		18
Homalomena peekelii Engl.	87265-1	ME SU	[4, 5]		18
Homalomena pendula (Blume) Bakh.f.	87268-1	AF MA ME	[4, 7]		18
Homalomena philippinensis Engl.	87269-1	ME	[4]		18
Homalomena producta A.Hay	1007105-1	SU	[5]		18
Homalomena robusta Engl. & K.Krause	87288-1	ME	[4, 5]		18
Homalomena rostrata Griff.	87291-1	ME	[4]		18
Homalomena rubescens (Roxb.) Kunth	87292-1	ME	[4]		18
Homalomena tenuispadix Engl.	87314-1	ME SU	[4, 5]		18
Lagenandra lancifolia (Schott) Thwaites	87400-1	ME	[1, 4]		18
Lagenandra ovata (L.) Thwaites	87402-1	ME	[4]		18
Lagenandra toxicaria Dalzell	87405-1	EU ME PO	[4, 7]		18
Lasia spinosa (L.) Thwaites	87418-1	HF ME PO	[1, 3, 4, 5, 7]		18
Lasimorpha senegalensis Schott	87423-1	GS HF MA ME SU	[4, 8, 11]		18
Lemna aequinoctialis Welw.	526159-1	EU ME	[4, 9]		18
Lemna gibba L.	526178-1	AF HF	[3]		18
Lemna minor L.	526194-1	AF ME	[3, 4, 7]		18
Lemna perpusilla Torr.	526212-1	AF EU GS HF ME	[4, 8]		18
Lemna trisulca L.	526223-1	AF EU ME	[3, 4]		18
Leucocasia gigantea (Blume) Schott	87427-1	GS HF ME PO	[4, 5]		18
Lysichiton americanus Hultén & H.St.John	147962-2	ME	[4]		18
Monstera adansonii Schott	87464-1	EU ME	[3, 4]		18
Monstera deliciosa Liebm.	87478-1	EU HF ME PO	[3, 4, 5, 7]		18
Monstera dubia (Kunth) Engl. & K.Krause	163921-2	ME	[4]		18
Monstera epipremnoides Engl.	163923-2	ME	[4]		18
Monstera lechleriana Schott	87509-1	ME	[4]		18
Montrichardia arborescens (L.) Schott	87563-1	MA ME	[1, 4]		18
Montrichardia linifera (Arruda) Schott	87565-1	MA ME	[4, 7]		18
Nephthytis afzelii Schott	87569-1	MA	[11]		18
Orontium aquaticum L.	87585-1	ME	[4]		18
Peltandra sagittifolia (Michx.) Morong	186955-2	EU	[3]		18
Peltandra virginica (L.) Schott	87608-1	EU ME	[3, 4]		18
Philodendron anisotomum Schott	192963-2	ME	[4]		19
Philodendron bipennifolium Schott	87662-1	EU	[3]		19
Philodendron consanguineum Schott	87695-1	ME	[4]		19
Philodendron cordatum Kunth ex Schott	77073767-1	EU ME	[3, 4]		19
Philodendron craspedodromum R.E.Schult.	193001-2	ME	[4]		19
Philodendron dyscarpium R.E.Schult.	193028-2	ME	[4]		19
Philodendron erubescens K.Koch & Augustin	87759-1	EU	[3]		19
Philodendron fragrantissimum (Hook.) G.Don	87769-1	ME	[4]		19
Philodendron gloriosum André	87777-1	EU	[3]		19
Philodendron hastatum K.Koch & Sello	87792-1	ME	[4]		19
Philodendron hederaceum (Jacq.) Schott	87797-1	EU ME PO	[3, 4]		19
Philodendron inaequilaterum Liebm.	87815-1	ME	[4]		19
Philodendron insigne Schott	87819-1	ME	[4]		19
Philodendron lacerum (Jacq.) Schott	87832-1	EU ME	[3, 4]		19
Philodendron latifolium K.Koch	87837-1	ME	[4]		19
Philodendron linnaei Kunth	87858-1	ME	[4, 12]		19
Philodendron mamei André	87872-1	EU	[3]		19
Philodendron melanochrysum Linden & André	87882-1	EU	[3]		19
Philodendron ochrostemon Schott	320866-2	ME	[4]		19
Philodendron ornatum Schott	87918-1	EU	[3]		19
Philodendron pedatum (Hook.) Kunth	87928-1	EU ME	[3, 4]		19
Philodendron popenoei Standl. & Steyerm.	193153-2	ME	[4]		19
Philodendron radiatum Schott	314452-2	ME	[4]		19
Philodendron sagittifolium Liebm.	87989-1	ME	[4]		19
Philodendron simsii (Hook.) Sweet ex Kunth	88010-1	ME	[4]		19
Philodendron squamiferum Poepp.	88023-1	GS ME	[3, 4]		19
Philodendron tripartitum (Jacq.) Schott	88045-1	ME	[4]		19
Philodendron uleanum Engl.	193204-2	ME	[4, 12]		19
Philodendron warszewiczii K.Koch & C.D.Bouché	314475-2	ME	[4]		19
Philodendron wendlandii Schott	314476-2	GS	[3]		19
Pinellia cordata N.E.Br.	88082-1	ME	[4]		19
Pinellia pedatisecta Schott	88085-1	ME	[4]		19
Pinellia ternata (Thunb.) Makino	972483-1	ME	[1, 3, 4]		19
Piptospatha ridleyi N.E.Br. ex Hook.f.	88103-1	EU	[7]		19
Pistia stratiotes L.	317684-2	AF EU FU GS HF MA ME	[1, 3, 4, 7, 8, 11]		19
Pothoidium lobbianum Schott	88143-1	MA	[7]		19
Pothos brassii B.L.Burtt	88168-1	AF	[5]		19
Pothos chinensis (Raf.) Merr.	88185-1	ME	[3, 4]		19
Pothos curtisii Hook.f.	88198-1	MA ME	[4]		19
Pothos kerrii Buchet ex P.C.Boyce	1015397-1	ME	[4]		19
Pothos ovatifolius Engl.	88317-1	ME	[4]		19
Pothos pilulifer Buchet ex P.C.Boyce	1015398-1	ME	[4]		19
Pothos repens (Lour.) Druce	88350-1	ME	[4]		19
Pothos scandens L.	88366-1	EU HF MA ME	[1, 3, 4, 5, 7, 8]		19
Pothos tener Wall.	88382-1	MA ME	[4, 5]		19
Remusatia pumila (D.Don) H.Li & A.Hay	2969075-1	ME	[4]		19
Remusatia vivipara (Roxb.) Schott	88433-1	ME	[4]		19
Rhaphidophora africana N.E.Br.	88437-1	ME	[4, 11]		19
Rhaphidophora calophylla Schott	88455-1	ME	[4]		19
Rhaphidophora decursiva (Roxb.) Schott	88471-1	ME PO	[4, 7]		19
Rhaphidophora falcata Ridl.	88482-1	ME	[4, 7]		19
Rhaphidophora glauca (Wall.) Schott	88491-1	ME	[4]		19
Rhaphidophora hongkongensis Schott	88501-1	ME	[4]		19
Rhaphidophora hookeri Schott	88502-1	ME	[4]		19
Rhaphidophora lobbii Schott	88526-1	HF	[7]		19
Rhaphidophora minor Hook.f.	88540-1	ME	[4, 7]		19
Rhaphidophora montana (Blume) Schott	88542-1	ME	[4]		19
Rhaphidophora neoguineensis Engl.	88546-1	EU	[5]		19
Rhaphidophora peepla (Roxb.) Schott	88563-1	ME	[4]		19
Rhaphidophora pertusa (Roxb.) Schott	88567-1	ME	[4, 5]		19
Rhaphidophora spathacea Schott	88583-1	MA ME	[4, 5]		19
Rhaphidophora spuria (Schott) Nicolson	907931-1	ME	[4]		19
Rhaphidophora stenophylla K.Krause	88584-1	MA	[5]		19
Rhaphidophora versteegii Engl. & K.Krause	88600-1	MA	[5]		20
& Hett.	77104737-1	ME	[4]		20
Sauromatum giganteum (Engl.) Cusimano & Hett.	77104738-1	ME	[3, 4]		20
Sauromatum venosum (Dryand. ex Aiton) Kunth	88690-1	EU GS HF ME	[3, 4, 8]		20
Schismatoglottis calyptrata (Roxb.) Zoll. & Moritzi	88710-1	AF EU HF ME SU	[4, 5, 7]		20
Schismatoglottis wallichii Hook.f.	77176813-1	HF	[7]		20
Scindapsus altissimus Alderw.	88847-1	ME	[4, 5]		20
Scindapsus haenkei C.Presl	88880-1	EU	[5]		20
Scindapsus hederaceus Miq.	88882-1	ME	[4, 5, 7]		20
Scindapsus marantifolius Miq.	88893-1	MA ME SU	[4, 5]		20
Scindapsus officinalis (Roxb.) Schott	88899-1	MA ME	[1, 3, 4, 7]		20
Scindapsus perakensis Hook.f.	88902-1	ME	[4]		20
Spathantheum orbignyanum Schott	88932-1	ME	[4]		20
Spathicarpa hastifolia Hook.	88939-1	ME	[4]		20
Spathiphyllum blandum Schott	88949-1	ME	[4]		20
Spathiphyllum cannifolium (Dryand. ex Sims) Schott	88955-1	EU	[3]		20
Spathiphyllum cochlearispathum (Liebm.) Engl.	88958-1	EU ME	[3, 4]		20
Spathiphyllum commutatum Schott	88959-1	HF	[7]		20
Spathiphyllum floribundum (Linden & André) N.E.Br.	88963-1	EU ME	[3, 4]		20
Spathiphyllum friedrichsthalii Schott	88964-1	ME	[4]		20
Spathiphyllum lanceifolium (Jacq.) Schott	88983-1	ME	[4]		20
Spathiphyllum wallisii Regel	89011-1	ME	[4]		20
Spirodela polyrhiza (L.) Schleid.	526250-1	AF ME	[3, 4]		20
Spirodela punctata (G.Mey.) C.H.Thomps.	242868-2	AF	[3]		20
Stenospermation amomifolium (Poepp.) Schott	89035-1	ME	[4]		20
Stylochaeton hypogeum Lepr.	89102-1	GS HF ME	[4]		20
Stylochaeton lancifolium Kotschy & Peyr.	89104-1	GS HF MA ME	[4]		20
Stylochaeton natalense Schott	89107-1	ME	[4]		20
Symplocarpus foetidus (L.) Salisb. ex W.P.C.Barton	1149384-2	ME PO	[1, 3, 4]		20
Synandrospadix vermitoxicus (Griseb.) Engl.	89122-1	ME	[4]		20
Syngonium angustatum Schott	89127-1	EU ME	[3, 4]		20
Syngonium auritum (L.) Schott	89130-1	EU	[3]		20
Syngonium podophyllum Schott	89152-1	EU ME	[3, 4]		20
Taccarum weddellianum Brongn. ex Schott	89177-1	ME	[4]		20
Sakur., Calazans & Mayo	77178497-1	EU ME PO	[4]		20
Calazans & Mayo	77178490-1	ME	[4]		20
Calazans & Mayo	77178501-1	EU ME	[4]		20
Thaumatophyllum spruceanum Schott	89184-1	MA			20
Calazans & Mayo	77178492-1	ME	[4]		20
Mayo	77178493-1	ME	[4]		20
Theriophonum minutum (Willd.) Baill.	89190-1	ME	[4]	Mayo	20
Typhonium angustilobum F.Muell.	89215-1	ME	[4]	Mayo	20
Typhonium blumei Nicolson & Sivad.	898979-1	ME	[4, 7]	Mayo	20
Typhonium brownii Schott	89218-1	ME	[4]	Mayo	20
Typhonium flagelliforme (G.Lodd.) Blume	89233-1	ME	[4]	Mayo	20
Typhonium hunanense H.Li & Z.Q.Liu	903325-1	ME	[4]	Mayo	20
Typhonium roxburghii Schott	89262-1	HF ME	[4, 5]	Mayo	20
Typhonium trilobatum (L.) Schott	89268-1	AF GS HF ME	[1, 4, 7, 8, 11]	Mayo	20
Typhonodorum lindleyanum Schott	89272-1	EU GS HF MA ME	[4, 8]	Mayo	20
Urospatha antisylleptica R.E.Schult.	261700-2	ME	[4]	Mayo	20
Urospatha caudata (Poepp.) Schott	89280-1	ME	[4]	Mayo	20
Urospatha sagittifolia (Rudge) Schott	89296-1	ME	[4]	Mayo	20
Wolffia arrhiza (L.) Horkel ex Wimm.	1044795-2	AF	[3]	Mayo	20
Wolffia cylindracea Hegelm.	526268-1	AF HF	[3]	Mayo	20
m.diazgranados@kew.org if you have any comment. Database developed by RBG Kew -1234567890-abcdefghijklmnopqrstuvwxyz///\\\***	1135607-2	AF HF	[3]		21
Xanthosoma acutum E.G.Gonç.	327229-2	GS	CWR		21
Xanthosoma akkermansii (G.S.Bunting) Croat	287080-2	GS	CWR		21
Xanthosoma aristeguietae (G.S.Bunting) Madison	269292-2	GS	CWR		21
Xanthosoma auriculatum Regel	89307-1	GS ME	CWR		21
Xanthosoma baguense Croat	60441730-2	GS	CWR		21
Xanthosoma bayo G.S.Bunting	269299-2	GS	CWR		21
Xanthosoma belophyllum (Willd.) Kunth	89310-1	GS ME	CWR		21
Xanthosoma bilineatum Rusby	269302-2	GS	CWR		21
Xanthosoma bolivaranum G.S.Bunting	287081-2	GS	CWR		21
Xanthosoma brasiliense (Desf.) Engl.	269304-2	EU GS HF ME	CWR		21
Xanthosoma brevispathaceum Engl.	269305-2	GS	CWR		21
Xanthosoma caladioides Grayum	287082-2	GS	CWR		21
Xanthosoma caracu K.Koch & C.D.Bouché	89318-1	GS HF	CWR		21
Xanthosoma caulotuberculatum G.S.Bunting	269307-2	GS	CWR		21
Xanthosoma conspurcatum Schott	89321-1	GS ME	CWR		21
Xanthosoma contractum G.S.Bunting	287083-2	GS	CWR		21
Xanthosoma cordatum N.E.Br.	269309-2	GS	CWR		21
Xanthosoma cordifolium N.E.Br.	269310-2	GS	CWR		21
Xanthosoma cubense (Schott) Schott	89324-1	GS	CWR		21
Xanthosoma daguense Engl.	269311-2	GS	CWR		21
Xanthosoma dealbatum Grayum	315169-2	GS	CWR		21
Xanthosoma eggersii (Engl.) Engl.	269312-2	GS	CWR		21
Xanthosoma exiguum G.S.Bunting	287084-2	GS	CWR		21
Xanthosoma flavomaculatum Engl.	269313-2	GS	CWR		21
Xanthosoma fractum Madison	269314-2	GS	CWR		21
Xanthosoma granvillei Croat & Thomps.	982463-1	GS	CWR		21
Xanthosoma guttatum Croat & D.C.Bay	77083952-1	GS	CWR		21
Xanthosoma hebetatum Croat & D.C.Bay	77083953-1	GS	CWR		21
Xanthosoma helleborifolium (Jacq.) Schott	89333-1	GS ME	CWR		21
Xanthosoma hylaeae Engl. & K.Krause	269320-2	GS	CWR		21
Xanthosoma latestigmatum Bogner & E.G.Gonç.	77071637-1	GS	CWR		21
Xanthosoma longilobum G.S.Bunting	269322-2	GS	CWR		21
Xanthosoma lucens E.G.Gonç.	327230-2	GS	CWR		21
Xanthosoma mafaffoides G.S.Bunting	287085-2	GS	CWR		21
Xanthosoma mariae Bogner & E.G.Gonç.	77071636-1	GS	CWR		21
Xanthosoma maroae G.S.Bunting	287086-2	GS	CWR		21
Xanthosoma maximiliani Schott	89345-1	GS	CWR		21
Xanthosoma mendozae Matuda	269327-2	GS	CWR		21
Xanthosoma mexicanum Liebm.	89347-1	GS ME	CWR		21
Xanthosoma narinoense Bogner & L.P.Hannon	77086185-1	GS	CWR		21
Xanthosoma nitidum G.S.Bunting	269330-2	GS	CWR		21
Xanthosoma obtusilobum Engl.	269331-2	GS	CWR		21
Xanthosoma orinocense G.S.Bunting	269332-2	GS	CWR		21
Xanthosoma paradoxum (Bogner & Mayo) Bogner	77071638-1	GS	CWR		21
Xanthosoma pariense G.S.Bunting	269333-2	GS	CWR		21
Xanthosoma peltatum G.S.Bunting	269334-2	GS	CWR		21
Xanthosoma pentaphyllum (Schott) Engl.	89359-1	GS ME	CWR		21
Xanthosoma platylobum (Schott) Engl.	89362-1	GS	CWR		21
Xanthosoma plowmanii Bogner	287087-2	GS	CWR		21
Xanthosoma poeppigii Schott	89364-1	GS	CWR		21
Xanthosoma pottii E.G.Gonç.	319487-2	GS	CWR		21
Xanthosoma puberulum Croat	60438324-2	GS	CWR		21
Xanthosoma pubescens Poepp.	89365-1	GS	CWR		21
Xanthosoma pulchrum E.G.Gonç.	327231-2	GS	CWR		21
Xanthosoma riedelianum (Schott) Schott	89367-1	GS HF	CWR		21
Xanthosoma riparium E.G.Gonç.	319754-2	GS	CWR		21
Xanthosoma robustum Schott	89369-1	EU GS ME	CWR		21
Xanthosoma sagittifolium (L.) Schott	89373-1	AF EU GS HF MA ME PO	CWR		21
Xanthosoma saguasense G.S.Bunting	269343-2	GS	CWR		21
Xanthosoma seideliae Croat	60438325-2	GS	CWR		21
Xanthosoma stenospathum Madison	269344-2	GS	CWR		21
Xanthosoma striatipes (Kunth & C.D.Bouché) Madison	909842-1	GS ME	CWR		21
Xanthosoma striolatum Mart. ex Schott	89375-1	GS	CWR		21
Xanthosoma syngoniifolium Rusby	269346-2	GS	CWR		21
Xanthosoma taioba E.G.Gonç.	60458198-2	HF	[3]		21
m.diazgranados@kew.org if you have any comment. Database developed by RBG Kew -1234567890-abcdefghijklmnopqrstuvwxyz///\\\***	269347-2	GS	CWR		22
Xanthosoma trichophyllum K.Krause	269348-2	GS	CWR		22
Xanthosoma trilobum G.S.Bunting	269349-2	GS	CWR		22
Xanthosoma ulei Engl.	269350-2	GS	CWR		22
Xanthosoma undipes (K.Koch & C.D.Bouché) K.Koch	89384-1	EU GS HF ME PO	CWR		22
Xanthosoma viviparum Madison	269351-2	GS	CWR		22
Xanthosoma weeksii Madison	269352-2	GS	CWR		22
Xanthosoma wendlandii (Schott) Standl.	89391-1	GS	CWR		22
Xanthosoma yucatanense Engl.	269353-2	GS	CWR		22
Zamioculcas zamiifolia (G.Lodd.) Engl.	89402-1	EU ME	[4, 8]		22
Zantedeschia aethiopica (L.) Spreng.	89403-1	EU HF ME PO	[1, 3, 4, 7]		22
Zantedeschia albomaculata (Hook.) Baill.	89405-1	EU HF ME PO	[3, 4, 7, 8]		22
Zantedeschia elliottiana (W.Watson) Engl.	89412-1	EU	[3]		22
Zantedeschia rehmannii Engl.	89425-1	EU	[3]		22
Butomus umbellatus L.	58290-1	EU HF MA ME	[3, 4, 9]	Butomaceae	22
Amphibolis antarctica (Labill.) Asch.	602835-1	MA	[1]	Cymodoceaceae	22
Cymodocea nodosa (Ucria) Asch.	602935-1	AF EU	[8, 11]	Cymodoceaceae	22
Blyxa aubertii Rich.	431616-1	HF ME	[4]	Hydrocharitaceae	22
Blyxa octandra (Roxb.) Planch. ex Thwaites	1048814-2	ME	[4]	Hydrocharitaceae	22
Elodea canadensis Michx.	90075-2	EU ME	[3, 4]	Hydrocharitaceae	22
Elodea densa (Planch.) Casp.	431710-1	EU		Hydrocharitaceae	22
Enhalus acoroides (L.f.) Royle	160634-3	AF HF IF MA	[5, 7]	Hydrocharitaceae	22
Halophila ovalis (R.Br.) Hook.f.	431761-1	ME	[4]	Hydrocharitaceae	22
Hydrilla verticillata (L.f.) Royle	114224-3	AF EU ME	[3, 4, 5, 7, 8, 11]	Hydrocharitaceae	22
Hydrocharis dubia (Blume) Backer	431797-1	EU HF MA ME	[4, 5, 7]	Hydrocharitaceae	22
Lagarosiphon major (Ridl.) Moss	431822-1	EU	[3]	Hydrocharitaceae	22
Najas indica (Willd.) Cham.	603020-1	AF	[7]	Hydrocharitaceae	22
Najas minor All.	603043-1	AF	[7]	Hydrocharitaceae	22
Najas pectinata (Parl.) Magnus	603054-1	EU	[8]	Hydrocharitaceae	22
Ottelia alismoides (L.) Pers.	1080475-2	EU HF ME	[4, 5, 7]	Hydrocharitaceae	22
Ottelia ulvifolia (Planch.) Walp.	431904-1	EU GS HF MA ME	[4, 8, 11]	Hydrocharitaceae	22
Stratiotes aloides L.	431936-1	EU	[3]	Hydrocharitaceae	22
Vallisneria americana Michx.	431972-1	EU	[3]	Hydrocharitaceae	22
Vallisneria nana R.Br.	431988-1	HF	[5]	Hydrocharitaceae	22
Vallisneria natans (Lour.) H.Hara	431989-1	EU HF ME	[4, 7]	Hydrocharitaceae	22
Vallisneria spiralis L.	431996-1	AF EU GS HF ME	[3, 4, 7, 8, 11]	Hydrocharitaceae	22
Cycnogeton procerum (R.Br.) Buchenau	602927-1	HF	[1]	Juncaginaceae	22
Triglochin bulbosa L.	603517-1	ME	[4]	Juncaginaceae	22
Triglochin calcitrapa Hook.	603519-1	AF	[9]	Juncaginaceae	22
Triglochin maritima L.	258178-2	ME PO	[3, 4]	Juncaginaceae	22
Triglochin palustris L.	603552-1	ME PO	[3, 4]	Juncaginaceae	22
Posidonia australis Hook.f.	603101-1	MA	[1]	Posidoniaceae	22
Posidonia oceanica (L.) Delile	603103-1	MA	[1]	Posidoniaceae	22
Potamogeton crispus L.	323116-2	ME	[4]	Potamogetonaceae	22
Potamogeton gayi A.Benn.	208814-2	EU	[3]	Potamogetonaceae	22
Potamogeton gramineus L.	323120-2	EU ME	[3, 4]	Potamogetonaceae	22
Potamogeton illinoensis Morong	208837-2	EU	[3]	Potamogetonaceae	22
m.diazgranados@kew.org if you have any comment. Database developed by RBG Kew -1234567890-abcdefghijklmnopqrstuvwxyz///\\\***	208858-2	ME	[4]		23
Potamogeton natans L.	208872-2	EU ME	[3, 4]		23
Potamogeton nodosus Poir.	603330-1	ME	[4]		23
Potamogeton octandrus Poir.	603344-1	AF ME	[4, 11]		23
Potamogeton schweinfurthii A.Benn.	603397-1	AF	[8]		23
Stuckenia pectinata (L.) Börner	77099639-1	AF ME	[3, 4]		23
Zannichellia palustris L.	603593-1	ME	[4]		23
Ruppia maritima L.	224565-2	EU ME	[4, 7, 8, 11]	Ruppiaceae	23
Tofieldia calyculata (L.) Wahlenb.	542255-1	EU	[3]	Tofieldiaceae	23
Tofieldia pusilla (Michx.) Pers.	542298-1	EU	[3]	Tofieldiaceae	23
Phyllospadix torreyi S.Watson	603099-1	ME	[4]	Zosteraceae	23
Zostera marina L.	603618-1	MA ME	[1, 3, 4]	Zosteraceae	23
Zostera noltii Hornem.	603626-1	AF EU	[8, 11]	Zosteraceae	23
Acanthophoenix crinita (Bory) H.Wendl.	663890-1	MA	[1]	Arecaceae	23
Acanthophoenix rubra (Bory) H.Wendl.	663892-1	EU GS HF ME	[3, 4, 8]	Arecaceae	23
ex Becc.	663912-1	EU ME	[4]	Arecaceae	23
Acrocomia aculeata (Jacq.) Lodd. ex R.Keith	663914-1	EU HF MA ME	[1, 3, 4, 7]	Arecaceae	23
Acrocomia crispa (Kunth) C.F.Baker ex Becc.	3544-2	MA	[1]	Arecaceae	23
Acrocomia totai Mart.	663950-1	ME	[4]	Arecaceae	23
Scheff.	663980-1	AF EU HF MA ME SU	[1, 3, 4, 5, 7]	Arecaceae	23
Adonidia merrillii (Becc.) Becc.	663990-1	EU MA SU	[1, 3]	Arecaceae	23
Aiphanes grandis Borchs. & Balslev	271904-2	HF	[6]	Arecaceae	23
Aiphanes horrida (Jacq.) Burret	7909-2	EU HF MA SU	[3, 6]	Arecaceae	23
Aiphanes linearis Burret	7914-2	HF	[6]	Arecaceae	23
Aiphanes minima (Gaertn.) Burret	7917-2	EU HF MA ME	[1, 3, 4]	Arecaceae	23
Aiphanes ulei (Dammer) Burret	7926-2	HF MA ME SU	[4, 6]	Arecaceae	23
Aiphanes verrucosa Borchs. & Balslev	2939041-1	HF MA	[6]	Arecaceae	23
Aiphanes weberbaueri Burret	7928-2	HF	[6]	Arecaceae	23
Allagoptera arenaria (Gomes) Kuntze	8520-2	EU	[3]	Arecaceae	23
Allagoptera caudescens (Mart.) Kuntze	8522-2	ME	[4]	Arecaceae	23
Allagoptera leucocalyx (Drude) Kuntze	8524-2	AF HF MA	[6]	Arecaceae	23
Ammandra decasperma O.F.Cook	11322-2	EU HF MA ME	[4, 6]	Arecaceae	23
Aphandra natalia (Balslev & A.J.Hend.) Barfod	272422-2	AF EU FU HF MA SU	[1, 3, 6]	Arecaceae	23
Drude	664083-1	EU	[3, 6, 7]	Arecaceae	23
& Drude	134734-3	EU	[3]	Drude	23
Areca caliso Becc.	664105-1	HF SU	[3]	Drude	23
Areca catechu L.	664107-1	EU FU HF IF MA ME PO SU	[1, 3, 4, 5, 7,	Drude	23
Areca concinna Thwaites	664113-1	ME SU	[4, 7]	Drude	23
Areca furcata Becc.	664132-1	SU	[7]	Drude	23
Areca hutchinsoniana Becc.	664155-1	ME	[4, 7]	Drude	23
Areca ipot Becc.	664157-1	EU SU	[7]	Drude	23
Areca jokowi Heatubun	77159908-1	SU	[5]	Drude	23
Areca macrocalyx Zipp. ex Blume	664171-1	AF HF MA ME SU	[3, 4, 5, 7]	Drude	23
Areca mandacanii Heatubun	60450764-2	MA SU	[5]	Drude	23
Areca montana Ridl.	664184-1	EU HF ME SU	[3, 4]	Drude	23
Areca novohibernica (Lauterb.) Becc.	664195-1	SU	[5]	Drude	23
Areca parens Becc.	664203-1	HF	[5]	Drude	23
Areca triandra Roxb. ex Buch.-Ham.	664230-1	AF EU HF MA ME SU	[1, 3, 4, 7]	Drude	23
Areca unipa Heatubun	77136171-1	SU	[5]		24
Areca vestiaria Giseke	664234-1	MA	[7]		24
Areca whitfordii Becc.	664239-1	SU	[3, 7]		24
Arenga engleri Becc.	664248-1	EU HF	[3]		24
Arenga hastata (Becc.) Whitmore	664252-1	ME	[4, 7]		24
Arenga listeri Becc.	664255-1	HF	[1, 5]		24
Arenga micrantha C.F.Wei	935809-1	HF	[5]		24
Arenga microcarpa Becc.	664257-1	EU HF IF MA ME PO	[1, 3, 4, 5]		24
Arenga obtusifolia Mart.	664260-1	HF MA ME	[4, 7]		24
Arenga pinnata (Wurmb) Merr.	664261-1	AF EU FU HF IF MA ME PO SU	[1, 3, 4, 5,		24
Arenga porphyrocarpa (Blume ex Mart.) H.E.Moore	664262-1	EU ME	[3, 4, 7]		24
Arenga tremula (Blanco) Becc.	664265-1	EU MA ME PO	[4, 7]		24
Arenga undulatifolia Becc.	664266-1	HF MA PO	[1, 7]		24
Arenga westerhoutii Griff.	664267-1	HF MA ME PO	[4, 7]		24
Arenga wightii Griff.	664268-1	ME	[4]		24
Asterogyne martiana (H.Wendl.) H.Wendl. ex Drude	664278-1	MA	[6]		24
Astrocaryum acaule Mart.	664283-1	MA ME	[1, 4]		24
Astrocaryum aculeatum G.Mey.	326535-2	AF EU FU HF MA ME SU	[1, 4, 6, 7]		24
Astrocaryum alatum Loomis	25851-2	ME	[4]		24
Astrocaryum chambira Burret	25854-2	AF EU FU HF MA ME SU	[1, 3, 4, 6]		24
Astrocaryum gratum F.Kahn & B.Millán	984108-1	AF FU HF MA ME SU	[4, 6]		24
Astrocaryum huicungo Dammer ex Burret	25866-2	EU HF MA	[6]		24
Astrocaryum jauari Mart.	664323-1	HF MA	[3]		24
Astrocaryum macrocalyx Burret	25873-2	HF MA ME	[4, 6]		24
Astrocaryum malybo H.Karst.	272909-2	MA	[3, 6]		24
Astrocaryum mexicanum Liebm. ex Mart.	664332-1	EU HF MA ME	[1, 4, 7]		24
Astrocaryum sciophilum (Miq.) Pulle	25885-2	EU HF MA ME SU	[4, 6]		24
Astrocaryum standleyanum L.H.Bailey	25887-2	EU FU HF MA ME SU	[3, 4, 6]		24
Astrocaryum tucuma Mart.	326537-2	HF MA	[1, 3]		24
Astrocaryum urostachys Burret	25891-2	AF FU HF MA ME SU	[4, 6]		24
Astrocaryum vulgare Mart.	664361-1	EU HF MA ME	[1, 3, 4, 7]		24
Attalea allenii H.E.Moore	26553-2	HF MA SU	[6]		24
Attalea amygdalina Kunth	664411-1	EU HF SU	[3, 6]		24
Attalea bassleriana (Burret) Zona	20008127-1	AF EU HF MA ME	[4, 6]		24
Attalea butyracea (Mutis ex L.f.) Wess.Boer	1172851-2	AF EU FU HF MA ME SU	[4, 6]		24
Attalea cohune Mart.	26558-2	AF EU FU HF MA ME	[1, 3, 4]		24
Attalea colenda (O.F.Cook) Balslev & A.J.Hend.	272952-2	AF EU HF MA ME	[3, 4, 6]		24
Attalea fairchildensis (Glassman) Zona	20008131-1	MA	[1]		24
Attalea funifera Mart.	664434-1	HF MA ME	[1, 4, 7]		24
Attalea insignis (Mart.) Drude	26571-2	AF HF MA ME SU	[1, 4, 6]		24
Attalea luetzelburgii (Burret) Wess.Boer	961936-1	HF MA SU	[6]		24
Attalea maripa (Aubl.) Mart.	664452-1	FU HF MA ME	[1, 3, 4]		24
Attalea microcarpa Mart.	319686-2	HF MA	[6]		24
Attalea moorei (Glassman) Zona	20008144-1	HF	[6]		24
